# rows 962
xG,yG,dxR,dyR,dxB,dyB,xG2,yG2,xG3,yG3
0.3234,0.7811,0.3322,-0.3888,-0.9724,-0.9284,0.10461,0.6102,0.033833,0.4766
0.3245,0.7430,0.2824,-0.2449,-0.9989,-0.8962,0.10532,0.5520,0.034181,0.4101
0.3256,0.7051,0.3347,-0.1812,-1.0138,-0.8802,0.10603,0.4972,0.034524,0.3506
0.3266,0.6675,0.1591,-0.2672,-1.0438,-0.9643,0.10669,0.4456,0.034848,0.2974
0.3276,0.6301,0.3834,-0.0676,-1.0724,-0.8515,0.10735,0.3970,0.035175,0.2501
0.3287,0.5928,0.4058,-0.1556,-1.1522,-0.9581,0.10802,0.3514,0.035502,0.2083
0.3297,0.5556,0.3699,-0.1603,-1.0273,-0.9907,0.10868,0.3087,0.035827,0.1715
0.3306,0.5185,0.3953,-0.0008,-0.9475,-1.0043,0.10933,0.2688,0.036149,0.1394
0.3316,0.4814,0.3813,0.0552,-1.1829,-0.9925,0.10997,0.2317,0.036468,0.1116
0.3325,0.4445,0.3007,0.1433,-0.9303,-0.9783,0.11058,0.1976,0.036774,0.0878
0.3335,0.4078,0.2891,0.1088,-1.1245,-1.0356,0.11120,0.1663,0.037083,0.0678
0.3344,0.3713,0.2751,0.1114,-1.1594,-1.1143,0.11182,0.1379,0.037390,0.0512
0.3353,0.3350,0.3453,0.0405,-1.0819,-1.1189,0.11243,0.1122,0.037701,0.0376
0.3362,0.2987,0.2714,0.2045,-1.0663,-1.0825,0.11302,0.0892,0.037996,0.0266
0.3371,0.2623,0.2590,0.3609,-1.1591,-1.0410,0.11361,0.0688,0.038291,0.0180
0.3379,0.2260,0.3523,0.3007,-1.0650,-1.0667,0.11416,0.0511,0.038570,0.0115
0.3387,0.1896,0.3218,0.4766,-1.0496,-1.1767,0.11470,0.0359,0.038846,0.0068
0.3395,0.1533,0.3746,0.4994,-0.8485,-1.0119,0.11525,0.0235,0.039127,0.0036
0.3403,0.1172,0.2841,0.6137,-0.9591,-1.1914,0.11581,0.0137,0.039411,0.0016
0.3411,0.0812,0.1754,0.5523,-0.9667,-1.0518,0.11632,0.0066,0.039671,0.0005
0.3418,0.0452,0.2318,0.5162,-1.0165,-1.1379,0.11686,0.0020,0.039947,0.0001
0.3438,0.9708,0.2619,-0.4014,-0.9500,-0.8529,0.11817,0.9425,0.040624,0.9151
0.3449,0.9320,0.1926,-0.5712,-1.1372,-0.8692,0.11896,0.8686,0.041031,0.8096
0.3460,0.8969,0.2442,-0.4440,-1.0311,-0.8100,0.11972,0.8044,0.041425,0.7215
0.3471,0.8584,0.3623,-0.5336,-0.9644,-0.9963,0.12048,0.7369,0.041821,0.6326
0.3482,0.8201,0.3174,-0.2955,-0.9298,-0.9745,0.12125,0.6726,0.042219,0.5516
0.3493,0.7819,0.2257,-0.3750,-1.0191,-0.7492,0.12199,0.6113,0.042608,0.4780
0.3503,0.7438,0.2600,-0.2245,-1.1165,-0.8447,0.12271,0.5532,0.042987,0.4114
0.3513,0.7060,0.2907,-0.2622,-1.1268,-0.9681,0.12344,0.4984,0.043369,0.3518
0.3523,0.6683,0.1698,-0.1877,-1.1108,-0.9538,0.12412,0.4467,0.043728,0.2985
0.3533,0.6309,0.3327,-0.1312,-1.0258,-0.9656,0.12480,0.3981,0.044088,0.2511
0.3542,0.5936,0.2019,-0.0417,-1.1130,-0.9402,0.12549,0.3524,0.044452,0.2092
0.3552,0.5565,0.2935,-0.0697,-1.0892,-1.0269,0.12618,0.3097,0.044820,0.1724
0.3561,0.5194,0.1799,-0.0929,-1.1244,-0.9608,0.12684,0.2698,0.045174,0.1401
0.3570,0.4824,0.3173,-0.0321,-1.0402,-0.8754,0.12748,0.2327,0.045517,0.1122
0.3580,0.4455,0.2906,-0.0500,-1.0490,-1.0136,0.12813,0.1985,0.045867,0.0884
0.3588,0.4088,0.1461,0.0681,-1.1560,-1.0424,0.12876,0.1671,0.046204,0.0683
0.3597,0.3723,0.2626,0.2168,-1.0028,-1.1238,0.12939,0.1386,0.046542,0.0516
0.3606,0.3360,0.2455,0.1511,-0.9858,-1.0551,0.13003,0.1129,0.046891,0.0379
0.3614,0.2997,0.1848,0.2101,-1.0380,-1.0647,0.13063,0.0898,0.047215,0.0269
0.3623,0.2633,0.2413,0.1936,-1.0756,-1.1048,0.13124,0.0693,0.047542,0.0183
0.3631,0.2270,0.2267,0.3448,-1.1580,-1.1345,0.13183,0.0515,0.047864,0.0117
0.3639,0.1907,0.2329,0.4994,-1.0597,-1.1505,0.13240,0.0364,0.048177,0.0069
0.3647,0.1544,0.3345,0.5689,-0.9121,-0.9475,0.13297,0.0238,0.048490,0.0037
0.3654,0.1183,0.3555,0.5133,-1.0300,-1.2430,0.13354,0.0140,0.048801,0.0017
0.3662,0.0823,0.3574,0.4340,-0.9620,-0.9666,0.13408,0.0068,0.049095,0.0006
0.3669,0.0462,0.2581,0.6965,-0.9678,-1.0139,0.13462,0.0021,0.049395,0.0001
0.3698,0.9716,0.0407,-0.4752,-1.0622,-0.9593,0.13674,0.9439,0.050565,0.9171
0.3709,0.9327,0.1936,-0.5486,-1.0194,-0.9105,0.13757,0.8700,0.051023,0.8114
0.3719,0.8976,0.1712,-0.5326,-0.8966,-0.8807,0.13832,0.8057,0.051443,0.7232
0.3729,0.8592,0.2166,-0.3332,-0.9585,-0.8947,0.13909,0.7382,0.051874,0.6342
0.3740,0.8208,0.2526,-0.3244,-0.9166,-0.9549,0.13985,0.6738,0.052299,0.5531
0.3750,0.7826,0.2001,-0.3104,-0.9732,-0.9015,0.14060,0.6125,0.052719,0.4794
0.3760,0.7445,0.1861,-0.3500,-1.1168,-0.8582,0.14135,0.5543,0.053144,0.4127
0.3769,0.7067,0.1848,-0.1685,-0.9488,-0.7408,0.14208,0.4995,0.053555,0.3530
0.3779,0.6691,0.1876,-0.3310,-1.0813,-0.8951,0.14278,0.4478,0.053953,0.2996
0.3788,0.6318,0.2554,-0.1150,-1.0118,-0.9603,0.14348,0.3991,0.054351,0.2521
0.3797,0.5945,0.1474,-0.1071,-0.9813,-1.1153,0.14418,0.3535,0.054745,0.2102
0.3806,0.5574,0.1973,-0.1391,-1.0553,-0.9636,0.14488,0.3107,0.055145,0.1732
0.3815,0.5203,0.1408,0.1343,-0.9989,-1.0086,0.14556,0.2707,0.055533,0.1408
0.3824,0.4833,0.3754,0.0002,-1.0674,-0.9727,0.14622,0.2336,0.055910,0.1129
0.3832,0.4464,0.1170,0.0461,-1.0989,-1.0073,0.14688,0.1993,0.056292,0.0890
0.3841,0.4098,0.1920,0.1282,-1.0949,-1.0137,0.14751,0.1679,0.056652,0.0688
0.3849,0.3732,0.2952,0.2022,-0.9273,-1.0730,0.14816,0.1393,0.057028,0.0520
0.3858,0.3369,0.3036,0.3883,-1.0055,-1.0500,0.14881,0.1135,0.057405,0.0382
0.3866,0.3006,0.2071,0.1680,-0.9958,-0.9975,0.14944,0.0904,0.057768,0.0272
0.3874,0.2643,0.2482,0.2437,-0.9957,-1.0646,0.15005,0.0699,0.058123,0.0185
0.3881,0.2281,0.2164,0.2987,-0.9702,-1.1058,0.15066,0.0520,0.058478,0.0119
0.3889,0.1917,0.2282,0.4483,-0.9965,-1.2627,0.15126,0.0368,0.058825,0.0070
0.3897,0.1555,0.1798,0.5080,-1.0327,-1.0566,0.15185,0.0242,0.059173,0.0038
0.3904,0.1194,0.1415,0.5924,-1.0232,-1.0932,0.15245,0.0143,0.059521,0.0017
0.3911,0.0834,0.1682,0.3973,-0.9533,-1.1574,0.15298,0.0070,0.059837,0.0006
0.3918,0.0473,0.2254,0.5639,-0.9782,-1.2387,0.15354,0.0022,0.060166,0.0001
0.3958,0.9723,0.1522,-0.6028,-0.9823,-0.9810,0.15665,0.9454,0.062000,0.9192
0.3968,0.9335,0.2164,-0.6435,-0.9997,-0.9478,0.15747,0.8714,0.062486,0.8135
0.3978,0.8984,0.2761,-0.3833,-0.8936,-0.9153,0.15821,0.8071,0.062927,0.7250
0.3987,0.8599,0.2502,-0.3646,-1.1434,-0.8915,0.15899,0.7395,0.063396,0.6359
0.3997,0.8216,0.1271,-0.3672,-1.0180,-0.8108,0.15975,0.6751,0.063849,0.5547
0.4006,0.7834,0.2158,-0.4226,-0.9960,-0.8605,0.16050,0.6138,0.064298,0.4808
0.4016,0.7453,0.1292,-0.3005,-1.0055,-0.9636,0.16125,0.5555,0.064751,0.4141
0.4025,0.7075,0.2699,-0.2970,-0.9550,-0.9661,0.16199,0.5006,0.065195,0.3542
0.4033,0.6699,0.2618,-0.1107,-0.9927,-0.8811,0.16268,0.4488,0.065617,0.3007
0.4042,0.6326,0.1388,-0.1621,-0.9829,-1.0487,0.16340,0.4001,0.066048,0.2531
0.4051,0.5953,0.0375,-0.1336,-1.1078,-0.9571,0.16411,0.3544,0.066484,0.2110
0.4060,0.5582,0.2351,-0.0756,-0.8731,-0.9237,0.16481,0.3116,0.066906,0.1740
0.4068,0.5212,0.2814,-0.0673,-0.9576,-0.9779,0.16550,0.2716,0.067325,0.1416
0.4076,0.4842,0.2287,-0.0261,-1.0085,-1.0765,0.16618,0.2344,0.067742,0.1135
0.4085,0.4473,0.2160,0.0601,-1.0452,-0.9090,0.16684,0.2001,0.068148,0.0895
0.4093,0.4107,0.0719,0.2460,-1.1024,-1.1142,0.16751,0.1687,0.068559,0.0693
0.4101,0.3742,0.1586,0.1370,-1.0875,-1.0452,0.16817,0.1400,0.068964,0.0524
0.4109,0.3379,0.0319,0.3096,-0.9281,-1.1808,0.16884,0.1142,0.069374,0.0386
0.4117,0.3016,0.1860,0.2365,-1.0001,-1.0251,0.16947,0.0910,0.069766,0.0274
0.4124,0.2653,0.1359,0.2827,-1.0133,-1.2411,0.17011,0.0704,0.070160,0.0187
0.4132,0.2290,0.1513,0.2394,-0.9852,-1.0210,0.17074,0.0525,0.070550,0.0120
0.4140,0.1928,-0.0277,0.3523,-1.1515,-1.1681,0.17136,0.0372,0.070934,0.0072
0.4147,0.1565,0.1525,0.4219,-0.9786,-1.1458,0.17197,0.0245,0.071315,0.0038
0.4154,0.1205,-0.0467,0.5187,-1.0493,-1.2014,0.17260,0.0145,0.071705,0.0017
0.4161,0.0845,0.1857,0.4346,-0.8663,-1.1257,0.17316,0.0071,0.072057,0.0006
0.4168,0.0484,0.2200,0.6128,-0.9853,-1.2284,0.17373,0.0023,0.072414,0.0001
0.4218,0.9731,0.1670,-0.5427,-0.8834,-0.9660,0.17789,0.9469,0.075026,0.9214
0.4227,0.9343,0.0934,-0.4226,-0.9984,-0.9099,0.17869,0.8729,0.075534,0.8155
0.4236,0.8992,0.0519,-0.4551,-1.1126,-0.7765,0.17947,0.8085,0.076030,0.7270
0.4245,0.8608,0.1062,-0.3470,-1.0047,-0.7559,0.18022,0.7409,0.076505,0.6377
0.4254,0.8224,0.1235,-0.4316,-1.0303,-0.8578,0.18097,0.6764,0.076984,0.5563
0.4263,0.7843,0.1061,-0.3420,-0.9805,-0.9357,0.18174,0.6151,0.077480,0.4824
0.4272,0.7462,0.1517,-0.3140,-0.9272,-0.9043,0.18246,0.5568,0.077937,0.4155
0.4280,0.7084,0.1617,-0.2235,-0.9556,-0.7511,0.18319,0.5018,0.078406,0.3555
0.4288,0.6708,0.1976,-0.2942,-0.8725,-0.9544,0.18389,0.4500,0.078854,0.3018
0.4297,0.6334,0.0645,-0.1611,-1.0179,-0.8256,0.18460,0.4012,0.079316,0.2541
0.4305,0.5962,0.1662,-0.1716,-1.1200,-1.0799,0.18531,0.3554,0.079771,0.2119
0.4313,0.5591,0.1427,-0.1588,-1.1426,-1.0051,0.18602,0.3126,0.080229,0.1747
0.4321,0.5220,0.1026,-0.0415,-1.0624,-0.9084,0.18670,0.2725,0.080669,0.1422
0.4329,0.4850,0.0222,-0.0116,-1.0072,-0.9464,0.18739,0.2352,0.081121,0.1141
0.4337,0.4482,0.0045,0.0717,-1.0975,-0.9627,0.18805,0.2009,0.081550,0.0900
0.4344,0.4116,-0.0243,0.0267,-1.0845,-0.9928,0.18873,0.1694,0.081989,0.0697
0.4352,0.3751,0.0578,0.1578,-1.1142,-1.0155,0.18940,0.1407,0.082430,0.0528
0.4360,0.3388,0.0695,0.1031,-1.1387,-1.1183,0.19008,0.1148,0.082873,0.0389
0.4367,0.3026,0.1124,0.2473,-1.0568,-1.0618,0.19074,0.0915,0.083302,0.0277
0.4375,0.2663,0.0439,0.4193,-1.0010,-1.0775,0.19138,0.0709,0.083724,0.0189
0.4382,0.2300,0.0790,0.3291,-1.0041,-1.2301,0.19202,0.0529,0.084140,0.0122
0.4389,0.1937,0.1087,0.3148,-0.9903,-1.0520,0.19263,0.0375,0.084547,0.0073
0.4396,0.1575,0.0982,0.4764,-1.0019,-1.2251,0.19327,0.0248,0.084965,0.0039
0.4404,0.1215,0.1384,0.5172,-0.8801,-1.1118,0.19391,0.0148,0.085388,0.0018
0.4410,0.0855,0.2442,0.6609,-1.0548,-1.0072,0.19449,0.0073,0.085770,0.0006
0.4417,0.0496,0.0427,0.5594,-0.8741,-1.0663,0.19509,0.0025,0.086171,0.0001
0.4479,0.9739,0.0238,-0.6350,-0.8985,-1.0176,0.20058,0.9485,0.089829,0.9237
0.4487,0.9351,0.0208,-0.5565,-0.9468,-0.8452,0.20135,0.8744,0.090352,0.8176
0.4496,0.9000,0.0932,-0.4243,-1.0736,-0.8543,0.20212,0.8100,0.090872,0.7290
0.4504,0.8616,0.0151,-0.3927,-0.8772,-1.0154,0.20287,0.7423,0.091374,0.6396
0.4512,0.8233,0.1035,-0.2639,-0.9118,-0.7136,0.20361,0.6778,0.091876,0.5580
0.4521,0.7851,0.1030,-0.4100,-0.9402,-0.8942,0.20437,0.6164,0.092389,0.4840
0.4529,0.7471,0.0787,-0.1823,-1.0431,-1.0591,0.20509,0.5581,0.092880,0.4169
0.4537,0.7093,0.1552,-0.3502,-0.9442,-0.8638,0.20582,0.5031,0.093374,0.3568
0.4544,0.6717,0.1342,-0.2377,-0.9178,-0.9217,0.20651,0.4512,0.093844,0.3030
0.4552,0.6343,0.1326,-0.2023,-0.9553,-0.9845,0.20719,0.4023,0.094306,0.2552
0.4559,0.5971,0.1142,-0.2503,-0.9972,-0.9635,0.20788,0.3565,0.094783,0.2129
0.4567,0.5600,0.0329,0.0481,-0.9737,-0.9538,0.20860,0.3136,0.095276,0.1756
0.4575,0.5229,0.0471,0.0013,-0.9204,-1.0898,0.20927,0.2734,0.095733,0.1430
0.4582,0.4859,0.0845,0.0069,-0.9681,-1.0846,0.20996,0.2361,0.096207,0.1147
0.4590,0.4491,0.0722,0.0058,-0.9584,-0.8993,0.21064,0.2017,0.096675,0.0906
0.4597,0.4125,0.0163,0.1793,-0.9516,-1.0625,0.21129,0.1701,0.097121,0.0702
0.4604,0.3760,-0.0907,0.2703,-1.0112,-1.1234,0.21197,0.1414,0.097594,0.0532
0.4612,0.3397,0.0011,0.3111,-1.1541,-1.0054,0.21268,0.1154,0.098085,0.0392
0.4619,0.3035,-0.0028,0.2307,-1.1228,-1.0352,0.21333,0.0921,0.098530,0.0280
0.4626,0.2672,0.0145,0.2965,-1.0359,-1.1025,0.21398,0.0714,0.098980,0.0191
0.4633,0.2309,0.1249,0.5177,-0.9002,-1.0459,0.21460,0.0533,0.099414,0.0123
0.4640,0.1946,0.1113,0.5491,-0.9297,-1.1671,0.21525,0.0379,0.099868,0.0074
0.4646,0.1584,0.1212,0.3991,-1.0694,-1.0460,0.21589,0.0251,0.100314,0.0040
0.4653,0.1224,0.2471,0.4166,-0.8961,-1.1562,0.21654,0.0150,0.100764,0.0018
0.4660,0.0865,0.1384,0.4873,-0.9154,-1.2600,0.21715,0.0075,0.101192,0.0006
0.4666,0.0505,-0.0729,0.5954,-0.9287,-1.1093,0.21776,0.0025,0.101616,0.0001
0.4739,0.9747,-0.0107,-0.4152,-1.0412,-0.9444,0.22460,0.9501,0.106441,0.9261
0.4747,0.9359,0.0172,-0.3806,-1.0399,-0.8359,0.22536,0.8760,0.106980,0.8199
0.4755,0.9009,0.0844,-0.5135,-1.0501,-0.9398,0.22608,0.8115,0.107499,0.7311
0.4763,0.8624,-0.0616,-0.2906,-0.9595,-0.7756,0.22681,0.7438,0.108021,0.6415
0.4770,0.8241,0.0584,-0.4778,-1.0071,-0.9115,0.22754,0.6792,0.108540,0.5598
0.4778,0.7860,0.0139,-0.3943,-0.9920,-0.8632,0.22828,0.6178,0.109068,0.4856
0.4785,0.7479,0.1093,-0.3493,-0.9855,-0.7863,0.22899,0.5594,0.109579,0.4184
0.4793,0.7101,0.0885,-0.2519,-1.0397,-0.8330,0.22969,0.5043,0.110081,0.3581
0.4800,0.6726,0.1089,-0.1652,-0.8802,-0.8892,0.23036,0.4523,0.110566,0.3042
0.4807,0.6352,0.0456,-0.1990,-0.8114,-0.9201,0.23104,0.4035,0.111054,0.2563
0.4814,0.5979,-0.0666,-0.0907,-1.0602,-0.9574,0.23174,0.3575,0.111555,0.2138
0.4821,0.5609,0.0601,-0.2010,-0.9921,-1.0517,0.23243,0.3146,0.112054,0.1764
0.4828,0.5238,0.0974,-0.0877,-0.9517,-0.9633,0.23310,0.2743,0.112541,0.1437
0.4835,0.4868,0.0606,-0.0050,-0.9184,-0.9519,0.23378,0.2369,0.113033,0.1153
0.4842,0.4500,0.0762,0.0728,-0.8618,-1.1188,0.23447,0.2025,0.113536,0.0911
0.4849,0.4133,-0.0304,0.1368,-0.9899,-0.9317,0.23514,0.1708,0.114019,0.0706
0.4856,0.3769,-0.0366,0.1298,-1.0750,-0.9969,0.23582,0.1420,0.114514,0.0535
0.4863,0.3406,0.0286,0.2767,-0.9603,-1.0619,0.23650,0.1160,0.115010,0.0395
0.4870,0.3043,0.0992,0.2858,-0.9041,-1.0231,0.23716,0.0926,0.115493,0.0282
0.4877,0.2681,0.1260,0.2988,-0.7853,-1.2585,0.23782,0.0719,0.115974,0.0193
0.4883,0.2318,-0.0348,0.3386,-1.0335,-1.0503,0.23846,0.0537,0.116442,0.0125
0.4890,0.1954,0.0906,0.3317,-0.8686,-1.1757,0.23910,0.0382,0.116912,0.0075
0.4896,0.1592,-0.0062,0.5260,-0.8583,-1.1273,0.23975,0.0253,0.117395,0.0040
0.4903,0.1231,0.0467,0.4619,-0.9364,-1.1600,0.24039,0.0152,0.117863,0.0019
0.4909,0.0872,0.1325,0.5761,-0.8677,-1.0501,0.24101,0.0076,0.118316,0.0007
0.4916,0.0512,0.0119,0.5855,-0.8899,-1.1074,0.24165,0.0026,0.118790,0.0001
0.4998,0.9757,-0.0296,-0.7075,-0.8808,-0.8307,0.24983,0.9519,0.124872,0.9287
0.5006,0.9368,-0.0077,-0.4702,-0.9465,-0.9009,0.25058,0.8777,0.125435,0.8222
0.5013,0.9017,-0.1174,-0.3214,-0.9109,-0.7541,0.25129,0.8131,0.125971,0.7332
0.5020,0.8633,-0.1678,-0.3611,-1.0547,-0.9094,0.25199,0.7453,0.126496,0.6435
0.5027,0.8250,-0.0768,-0.4217,-0.9186,-0.7867,0.25270,0.6807,0.127027,0.5616
0.5034,0.7869,0.0052,-0.3875,-0.9298,-0.8159,0.25341,0.6192,0.127569,0.4873
0.5041,0.7489,-0.0019,-0.3574,-0.8689,-0.9266,0.25409,0.5608,0.128084,0.4199
0.5047,0.7111,-0.0753,-0.3876,-0.7419,-1.0191,0.25477,0.5056,0.128593,0.3595
0.5054,0.6735,-0.0086,-0.3332,-1.0081,-0.8713,0.25544,0.4536,0.129105,0.3055
0.5061,0.6361,-0.0209,-0.3021,-0.9402,-0.8355,0.25611,0.4046,0.129609,0.2574
0.5067,0.5989,-0.0147,-0.1541,-0.9170,-1.0008,0.25678,0.3587,0.130118,0.2148
0.5074,0.5618,-0.0061,-0.1141,-1.0420,-0.9155,0.25747,0.3156,0.130647,0.1773
0.5081,0.5247,0.1053,-0.0159,-0.8875,-0.9496,0.25812,0.2753,0.131142,0.1445
0.5087,0.4877,0.0400,0.1374,-0.7689,-0.8705,0.25882,0.2378,0.131675,0.1160
0.5094,0.4509,-0.0016,0.1761,-0.8809,-1.0562,0.25948,0.2033,0.132173,0.0917
0.5100,0.4142,0.0039,0.1741,-1.0574,-0.8996,0.26014,0.1716,0.132680,0.0711
0.5107,0.3777,0.0258,0.1439,-0.9230,-1.0757,0.26081,0.1427,0.133191,0.0539
0.5114,0.3415,0.0601,0.0759,-0.8783,-1.1305,0.26150,0.1166,0.133721,0.0398
0.5120,0.3053,-0.0192,0.2768,-0.9626,-1.1735,0.26217,0.0932,0.134240,0.0285
0.5127,0.2690,0.0437,0.3428,-1.0292,-1.1807,0.26283,0.0724,0.134748,0.0195
0.5133,0.2328,0.0538,0.3763,-0.8976,-1.1972,0.26348,0.0542,0.135242,0.0126
0.5139,0.1964,0.0024,0.4237,-0.8486,-1.0023,0.26410,0.0386,0.135724,0.0076
0.5145,0.1601,-0.0018,0.3759,-0.8840,-1.1118,0.26475,0.0256,0.136222,0.0041
0.5152,0.1240,-0.0068,0.4900,-0.9163,-1.0906,0.26544,0.0154,0.136756,0.0019
0.5158,0.0881,-0.0729,0.4464,-0.9668,-1.1887,0.26604,0.0078,0.137221,0.0007
0.5164,0.0521,-0.0674,0.5930,-0.9254,-1.1824,0.26669,0.0027,0.137727,0.0001
0.5258,0.9766,-0.0834,-0.5775,-0.9493,-0.8731,0.27648,0.9537,0.145375,0.9313
0.5265,0.9378,-0.0172,-0.5467,-0.9066,-1.0159,0.27717,0.8794,0.145925,0.8247
0.5271,0.9027,-0.0964,-0.5794,-0.9357,-1.0605,0.27786,0.8148,0.146469,0.7355
0.5278,0.8643,0.0244,-0.3772,-0.8746,-0.9259,0.27854,0.7469,0.147006,0.6455
0.5284,0.8260,-0.0330,-0.3703,-0.9266,-0.7398,0.27920,0.6822,0.147530,0.5635
0.5290,0.7878,-0.0650,-0.4632,-1.0282,-0.8669,0.27989,0.6207,0.148072,0.4890
0.5297,0.7498,-0.1359,-0.3874,-0.9439,-1.0422,0.28056,0.5621,0.148605,0.4215
0.5303,0.7120,-0.0446,-0.3339,-0.8652,-0.9519,0.28121,0.5069,0.149123,0.3609
0.5309,0.6744,0.0328,-0.2307,-0.9061,-0.9687,0.28184,0.4548,0.149628,0.3067
0.5315,0.6370,-0.0330,-0.1833,-0.8342,-1.0040,0.28249,0.4058,0.150142,0.2585
0.5321,0.5998,-0.1606,-0.1301,-0.9843,-1.0200,0.28316,0.3597,0.150676,0.2158
0.5328,0.5627,0.0239,-0.0825,-0.8977,-0.9597,0.28383,0.3166,0.151209,0.1782
0.5334,0.5257,-0.1286,0.0478,-0.9453,-1.0481,0.28447,0.2763,0.151725,0.1453
0.5340,0.4887,-0.0326,0.1726,-0.9181,-1.0654,0.28513,0.2388,0.152256,0.1167
0.5346,0.4519,-0.0396,0.0445,-0.9510,-0.9812,0.28580,0.2042,0.152789,0.0923
0.5352,0.4151,-0.0893,0.1394,-0.9458,-1.1280,0.28645,0.1723,0.153312,0.0715
0.5358,0.3786,-0.0901,0.1344,-0.8497,-1.0497,0.28711,0.1434,0.153842,0.0543
0.5365,0.3424,0.0578,0.2154,-0.9870,-1.0312,0.28780,0.1173,0.154399,0.0402
0.5371,0.3062,-0.0178,0.2526,-0.9131,-1.0685,0.28846,0.0938,0.154925,0.0287
0.5377,0.2700,-0.1474,0.2730,-1.0427,-0.9812,0.28912,0.0729,0.155458,0.0197
0.5383,0.2337,0.1005,0.4508,-0.9392,-1.0326,0.28975,0.0546,0.155968,0.0128
0.5389,0.1974,-0.0899,0.4060,-0.8635,-1.1762,0.29040,0.0390,0.156497,0.0077
0.5395,0.1611,0.0094,0.3644,-0.9637,-1.0777,0.29108,0.0260,0.157042,0.0042
0.5401,0.1250,0.0278,0.5243,-0.7746,-1.3068,0.29174,0.0156,0.157579,0.0020
0.5407,0.0890,-0.1056,0.5608,-1.0026,-1.0315,0.29237,0.0079,0.158091,0.0007
0.5413,0.0530,-0.0417,0.5259,-0.8480,-0.9817,0.29302,0.0028,0.158616,0.0001
0.5518,0.9775,0.0163,-0.4854,-1.0007,-0.8915,0.30446,0.9555,0.167992,0.9340
0.5524,0.9387,-0.0728,-0.4478,-0.8471,-0.8721,0.30511,0.8811,0.168537,0.8271
0.5529,0.9036,-0.0574,-0.4391,-0.9170,-0.8520,0.30573,0.8165,0.169047,0.7378
0.5535,0.8652,-0.1941,-0.4103,-0.8861,-0.7661,0.30637,0.7485,0.169578,0.6476
0.5541,0.8269,-0.0250,-0.3631,-0.8457,-0.9785,0.30700,0.6837,0.170102,0.5653
0.5546,0.7887,-0.0464,-0.3313,-0.9088,-0.9030,0.30763,0.6221,0.170623,0.4906
0.5552,0.7507,-0.0521,-0.3605,-0.8645,-0.8819,0.30827,0.5635,0.171156,0.4230
0.5558,0.7129,-0.0774,-0.2254,-1.0091,-0.8225,0.30890,0.5082,0.171679,0.3623
0.5563,0.6753,-0.1426,-0.2165,-0.9053,-0.9518,0.30951,0.4560,0.172194,0.3080
0.5569,0.6379,-0.1756,-0.1762,-1.0670,-0.9423,0.31014,0.4070,0.172718,0.2596
0.5575,0.6007,-0.1357,0.0202,-0.9081,-1.0475,0.31078,0.3608,0.173256,0.2167
0.5580,0.5636,-0.0477,-0.0348,-0.8510,-1.0431,0.31142,0.3177,0.173784,0.1790
0.5586,0.5266,-0.2608,-0.0284,-0.8083,-0.9622,0.31205,0.2773,0.174320,0.1460
0.5592,0.4896,-0.0096,0.0680,-0.8777,-0.9826,0.31270,0.2397,0.174861,0.1174
0.5598,0.4527,-0.1977,-0.0026,-0.8398,-1.0618,0.31337,0.2049,0.175422,0.0928
0.5604,0.4160,-0.0933,0.1321,-0.9750,-1.0478,0.31402,0.1730,0.175973,0.0720
0.5610,0.3795,-0.1497,0.0359,-0.7528,-1.0387,0.31469,0.1440,0.176532,0.0547
0.5616,0.3433,-0.1803,0.0721,-0.9715,-1.0931,0.31534,0.1178,0.177081,0.0405
0.5622,0.3071,-0.0683,0.3411,-0.9231,-1.1439,0.31602,0.0943,0.177649,0.0290
0.5627,0.2708,-0.1327,0.2041,-1.0154,-1.0818,0.31667,0.0734,0.178203,0.0199
0.5633,0.2347,-0.0174,0.2719,-0.9251,-1.1732,0.31729,0.0551,0.178727,0.0129
0.5638,0.1983,-0.1249,0.4197,-0.9668,-1.1433,0.31793,0.0393,0.179262,0.0078
0.5644,0.1621,-0.1607,0.4993,-0.9201,-1.1449,0.31859,0.0263,0.179824,0.0043
0.5651,0.1260,-0.1388,0.4774,-0.9411,-1.3135,0.31930,0.0159,0.180422,0.0020
0.5656,0.0901,-0.0504,0.4636,-0.8843,-1.0983,0.31989,0.0081,0.180926,0.0007
0.5662,0.0541,-0.1340,0.5231,-0.9408,-1.0273,0.32056,0.0029,0.181496,0.0002
0.5778,0.9785,-0.2710,-0.5013,-0.9982,-0.7878,0.33385,0.9574,0.192899,0.9368
0.5783,0.9397,-0.2162,-0.5359,-0.9306,-0.9665,0.33446,0.8830,0.193426,0.8298
0.5788,0.9046,-0.0404,-0.5462,-0.9528,-0.9195,0.33503,0.8183,0.193924,0.7402
0.5793,0.8662,-0.1859,-0.6098,-0.9130,-0.9336,0.33564,0.7502,0.194452,0.6498
0.5799,0.8279,-0.2415,-0.4618,-0.9394,-0.9640,0.33624,0.6854,0.194971,0.5674
0.5804,0.7897,-0.1394,-0.4223,-1.0065,-0.7485,0.33682,0.6236,0.195477,0.4925
0.5809,0.7516,-0.2326,-0.2835,-0.9860,-0.8877,0.33742,0.5649,0.196003,0.4246
0.5814,0.7139,-0.2637,-0.2286,-0.8356,-0.9648,0.33802,0.5096,0.196519,0.3638
0.5819,0.6762,-0.2274,-0.2845,-0.8749,-0.9335,0.33859,0.4573,0.197018,0.3092
